90V/20A/85W	10	20	30	40	50	60	70	80	90	100
0.03517659	0.6781818	0.655198	0.6334488	0.6119029	0.5906888	0.5695282	0.5483289	0.5269896	0.5058622	0.4844764
0.03950805	0.6835282	0.6603184	0.638511	0.6169531	0.5957816	0.5746776	0.5535415	0.5322698	0.5112119	0.4899004
0.04436821	0.6891837	0.6656945	0.6438149	0.6222353	0.6010951	0.5800441	0.5589668	0.537758	0.5167668	0.4955282
0.04983271	0.6951905	0.671376	0.6494059	0.6277841	0.6066709	0.5856652	0.564643	0.5434941	0.5225649	0.5013947
0.05596806	0.7015814	0.6773881	0.655304	0.6336246	0.6125305	0.591565	0.5705932	0.5494978	0.5286271	0.5075219
0.06285401	0.7084073	0.6837753	0.6615473	0.6397971	0.6187105	0.5977721	0.576847	0.5558007	0.5349845	0.5139393
0.07059372	0.7157174	0.690594	0.6681906	0.6463408	0.6252529	0.6043367	0.5834507	0.5624493	0.5416801	0.5206926
0.07928573	0.723582	0.6978868	0.6752703	0.6533031	0.6322036	0.6113002	0.5904425	0.5694781	0.548752	0.5278142
0.08904633	0.7320594	0.7057041	0.6828455	0.6607357	0.6396024	0.6187023	0.5978692	0.5769324	0.5562429	0.5353515
0.1000062	0.7412221	0.7141277	0.6909783	0.6686897	0.6475132	0.6266015	0.6057824	0.5848649	0.5642083	0.5433531
